file_name,output_type,experiment_accession,target,Isogenic replicate
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR297CGF/ENCFF723JNI.bed.gz,conservative IDR thresholded peaks,ENCSR297CGF,KLF6,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR297CGF/ENCFF988RJK.bed.gz,IDR thresholded peaks,ENCSR297CGF,KLF6,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR297CGF/ENCFF563ZJM.bed.gz,IDR thresholded peaks,ENCSR297CGF,KLF6,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR297CGF/ENCFF719ZPW.bed.gz,IDR ranked peaks,ENCSR297CGF,KLF6,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR297CGF/ENCFF060XHO.bed.gz,IDR ranked peaks,ENCSR297CGF,KLF6,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR606KTL/ENCFF497OZI.bed.gz,IDR ranked peaks,ENCSR606KTL,ZNF239,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR606KTL/ENCFF740DGD.bed.gz,conservative IDR thresholded peaks,ENCSR606KTL,ZNF239,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR606KTL/ENCFF448YZV.bed.gz,IDR ranked peaks,ENCSR606KTL,ZNF239,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR606KTL/ENCFF569TJP.bed.gz,IDR thresholded peaks,ENCSR606KTL,ZNF239,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR606KTL/ENCFF663EWQ.bed.gz,IDR ranked peaks,ENCSR606KTL,ZNF239,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR606KTL/ENCFF944IRD.bed.gz,IDR ranked peaks,ENCSR606KTL,ZNF239,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR606KTL/ENCFF063LXQ.bed.gz,IDR thresholded peaks,ENCSR606KTL,ZNF239,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR606KTL/ENCFF901HIE.bed.gz,IDR thresholded peaks,ENCSR606KTL,ZNF239,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR257AFV/ENCFF326GXL.bed.gz,IDR ranked peaks,ENCSR257AFV,ZNF76,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR257AFV/ENCFF706QBV.bed.gz,IDR thresholded peaks,ENCSR257AFV,ZNF76,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR257AFV/ENCFF609GNZ.bed.gz,conservative IDR thresholded peaks,ENCSR257AFV,ZNF76,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR257AFV/ENCFF305XQM.bed.gz,IDR thresholded peaks,ENCSR257AFV,ZNF76,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR257AFV/ENCFF458BXA.bed.gz,IDR thresholded peaks,ENCSR257AFV,ZNF76,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR257AFV/ENCFF439FSZ.bed.gz,IDR ranked peaks,ENCSR257AFV,ZNF76,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR257AFV/ENCFF032SRY.bed.gz,IDR ranked peaks,ENCSR257AFV,ZNF76,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR257AFV/ENCFF171OLT.bed.gz,IDR ranked peaks,ENCSR257AFV,ZNF76,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR801JWB/ENCFF437QLV.bed.gz,IDR ranked peaks,ENCSR801JWB,HOMEZ,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR801JWB/ENCFF439PTK.bed.gz,IDR thresholded peaks,ENCSR801JWB,HOMEZ,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR801JWB/ENCFF224AWK.bed.gz,IDR thresholded peaks,ENCSR801JWB,HOMEZ,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR801JWB/ENCFF809UKY.bed.gz,IDR ranked peaks,ENCSR801JWB,HOMEZ,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR801JWB/ENCFF601LMD.bed.gz,IDR thresholded peaks,ENCSR801JWB,HOMEZ,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR801JWB/ENCFF450BHA.bed.gz,conservative IDR thresholded peaks,ENCSR801JWB,HOMEZ,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR801JWB/ENCFF688HIL.bed.gz,IDR ranked peaks,ENCSR801JWB,HOMEZ,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR801JWB/ENCFF525QGV.bed.gz,IDR ranked peaks,ENCSR801JWB,HOMEZ,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR385IUC/ENCFF862LYQ.bed.gz,IDR ranked peaks,ENCSR385IUC,TBX18,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR385IUC/ENCFF790LYF.bed.gz,IDR thresholded peaks,ENCSR385IUC,TBX18,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR385IUC/ENCFF234KSB.bed.gz,IDR ranked peaks,ENCSR385IUC,TBX18,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR385IUC/ENCFF441LZD.bed.gz,IDR thresholded peaks,ENCSR385IUC,TBX18,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR385IUC/ENCFF171GTV.bed.gz,IDR ranked peaks,ENCSR385IUC,TBX18,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR385IUC/ENCFF405EGZ.bed.gz,IDR thresholded peaks,ENCSR385IUC,TBX18,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR385IUC/ENCFF661SDS.bed.gz,IDR ranked peaks,ENCSR385IUC,TBX18,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR385IUC/ENCFF658MZJ.bed.gz,conservative IDR thresholded peaks,ENCSR385IUC,TBX18,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR995FUM/ENCFF441KLY.bed.gz,IDR thresholded peaks,ENCSR995FUM,ZNF79,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR995FUM/ENCFF552YJQ.bed.gz,IDR ranked peaks,ENCSR995FUM,ZNF79,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR995FUM/ENCFF018LNK.bed.gz,IDR ranked peaks,ENCSR995FUM,ZNF79,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR995FUM/ENCFF670RLH.bed.gz,IDR thresholded peaks,ENCSR995FUM,ZNF79,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR995FUM/ENCFF720RLR.bed.gz,IDR thresholded peaks,ENCSR995FUM,ZNF79,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR995FUM/ENCFF022TCS.bed.gz,IDR ranked peaks,ENCSR995FUM,ZNF79,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR995FUM/ENCFF535ONJ.bed.gz,conservative IDR thresholded peaks,ENCSR995FUM,ZNF79,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR995FUM/ENCFF021XDZ.bed.gz,IDR ranked peaks,ENCSR995FUM,ZNF79,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR574VJG/ENCFF615OOL.bed.gz,IDR ranked peaks,ENCSR574VJG,NFIX,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR574VJG/ENCFF979UFX.bed.gz,IDR ranked peaks,ENCSR574VJG,NFIX,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR574VJG/ENCFF726LLI.bed.gz,IDR thresholded peaks,ENCSR574VJG,NFIX,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR574VJG/ENCFF253ENX.bed.gz,IDR ranked peaks,ENCSR574VJG,NFIX,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR574VJG/ENCFF691GZZ.bed.gz,conservative IDR thresholded peaks,ENCSR574VJG,NFIX,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR574VJG/ENCFF032SWB.bed.gz,IDR thresholded peaks,ENCSR574VJG,NFIX,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR574VJG/ENCFF760YLK.bed.gz,IDR ranked peaks,ENCSR574VJG,NFIX,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR574VJG/ENCFF429JDO.bed.gz,IDR thresholded peaks,ENCSR574VJG,NFIX,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR996SKD/ENCFF173XCU.bed.gz,IDR ranked peaks,ENCSR996SKD,CXXC5,4
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR996SKD/ENCFF646BPT.bed.gz,IDR ranked peaks,ENCSR996SKD,CXXC5,3
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR996SKD/ENCFF328ADS.bed.gz,IDR ranked peaks,ENCSR996SKD,CXXC5,3 4
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR996SKD/ENCFF843LLP.bed.gz,IDR ranked peaks,ENCSR996SKD,CXXC5,3 4
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR996SKD/ENCFF705JZP.bed.gz,IDR thresholded peaks,ENCSR996SKD,CXXC5,3
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR996SKD/ENCFF394HTV.bed.gz,IDR thresholded peaks,ENCSR996SKD,CXXC5,4
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR996SKD/ENCFF798LLI.bed.gz,IDR thresholded peaks,ENCSR996SKD,CXXC5,3 4
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR996SKD/ENCFF707UQK.bed.gz,conservative IDR thresholded peaks,ENCSR996SKD,CXXC5,3 4
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR199HGP/ENCFF260YEV.bed.gz,IDR ranked peaks,ENCSR199HGP,ZKSCAN3,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR199HGP/ENCFF958DZY.bed.gz,IDR thresholded peaks,ENCSR199HGP,ZKSCAN3,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR199HGP/ENCFF942IAK.bed.gz,IDR thresholded peaks,ENCSR199HGP,ZKSCAN3,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR199HGP/ENCFF290PNY.bed.gz,IDR ranked peaks,ENCSR199HGP,ZKSCAN3,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR199HGP/ENCFF697DRN.bed.gz,IDR thresholded peaks,ENCSR199HGP,ZKSCAN3,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR199HGP/ENCFF827WYU.bed.gz,IDR ranked peaks,ENCSR199HGP,ZKSCAN3,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR199HGP/ENCFF799QTU.bed.gz,IDR ranked peaks,ENCSR199HGP,ZKSCAN3,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR199HGP/ENCFF490SXY.bed.gz,conservative IDR thresholded peaks,ENCSR199HGP,ZKSCAN3,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR222TVA/ENCFF320UIQ.bed.gz,conservative IDR thresholded peaks,ENCSR222TVA,ZNF785,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR222TVA/ENCFF814TQL.bed.gz,IDR thresholded peaks,ENCSR222TVA,ZNF785,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR222TVA/ENCFF152TVV.bed.gz,IDR ranked peaks,ENCSR222TVA,ZNF785,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR222TVA/ENCFF668KBA.bed.gz,IDR ranked peaks,ENCSR222TVA,ZNF785,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR222TVA/ENCFF287CAP.bed.gz,IDR ranked peaks,ENCSR222TVA,ZNF785,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR222TVA/ENCFF557JAO.bed.gz,IDR ranked peaks,ENCSR222TVA,ZNF785,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR222TVA/ENCFF352NGK.bed.gz,IDR thresholded peaks,ENCSR222TVA,ZNF785,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR222TVA/ENCFF035LES.bed.gz,IDR thresholded peaks,ENCSR222TVA,ZNF785,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR228OQM/ENCFF060LKL.bed.gz,IDR ranked peaks,ENCSR228OQM,CLOCK,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR228OQM/ENCFF922GTK.bed.gz,IDR thresholded peaks,ENCSR228OQM,CLOCK,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR228OQM/ENCFF475CFL.bed.gz,conservative IDR thresholded peaks,ENCSR228OQM,CLOCK,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR228OQM/ENCFF648UJW.bed.gz,IDR thresholded peaks,ENCSR228OQM,CLOCK,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR228OQM/ENCFF690ZUG.bed.gz,IDR ranked peaks,ENCSR228OQM,CLOCK,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR228OQM/ENCFF026GGP.bed.gz,IDR ranked peaks,ENCSR228OQM,CLOCK,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR228OQM/ENCFF727VKV.bed.gz,IDR ranked peaks,ENCSR228OQM,CLOCK,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR228OQM/ENCFF267FOB.bed.gz,IDR thresholded peaks,ENCSR228OQM,CLOCK,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR699RWG/ENCFF496NZX.bed.gz,IDR ranked peaks,ENCSR699RWG,ZNF215,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR699RWG/ENCFF234IDZ.bed.gz,IDR thresholded peaks,ENCSR699RWG,ZNF215,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR699RWG/ENCFF922RHM.bed.gz,IDR thresholded peaks,ENCSR699RWG,ZNF215,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR699RWG/ENCFF612FAU.bed.gz,IDR thresholded peaks,ENCSR699RWG,ZNF215,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR699RWG/ENCFF387XFX.bed.gz,IDR ranked peaks,ENCSR699RWG,ZNF215,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR699RWG/ENCFF591XXT.bed.gz,IDR ranked peaks,ENCSR699RWG,ZNF215,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR699RWG/ENCFF989GCC.bed.gz,IDR ranked peaks,ENCSR699RWG,ZNF215,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR699RWG/ENCFF608NSF.bed.gz,conservative IDR thresholded peaks,ENCSR699RWG,ZNF215,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR388ZRV/ENCFF032HPS.bed.gz,IDR ranked peaks,ENCSR388ZRV,ZNF311,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR388ZRV/ENCFF056TME.bed.gz,conservative IDR thresholded peaks,ENCSR388ZRV,ZNF311,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR388ZRV/ENCFF919OSL.bed.gz,IDR thresholded peaks,ENCSR388ZRV,ZNF311,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR388ZRV/ENCFF080KWE.bed.gz,IDR thresholded peaks,ENCSR388ZRV,ZNF311,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR388ZRV/ENCFF352VZM.bed.gz,IDR ranked peaks,ENCSR388ZRV,ZNF311,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR388ZRV/ENCFF259GJS.bed.gz,IDR thresholded peaks,ENCSR388ZRV,ZNF311,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR388ZRV/ENCFF553VWR.bed.gz,IDR ranked peaks,ENCSR388ZRV,ZNF311,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR388ZRV/ENCFF532JMP.bed.gz,IDR ranked peaks,ENCSR388ZRV,ZNF311,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR276RQG/ENCFF819OIA.bed.gz,IDR ranked peaks,ENCSR276RQG,ZNF696,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR276RQG/ENCFF466XAH.bed.gz,IDR ranked peaks,ENCSR276RQG,ZNF696,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR276RQG/ENCFF899BJR.bed.gz,conservative IDR thresholded peaks,ENCSR276RQG,ZNF696,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR276RQG/ENCFF840ZXD.bed.gz,IDR ranked peaks,ENCSR276RQG,ZNF696,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR276RQG/ENCFF606BJS.bed.gz,IDR thresholded peaks,ENCSR276RQG,ZNF696,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR276RQG/ENCFF374BKB.bed.gz,IDR thresholded peaks,ENCSR276RQG,ZNF696,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR276RQG/ENCFF591CJJ.bed.gz,IDR ranked peaks,ENCSR276RQG,ZNF696,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR276RQG/ENCFF668VTR.bed.gz,IDR thresholded peaks,ENCSR276RQG,ZNF696,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR959BQO/ENCFF539FVY.bed.gz,IDR thresholded peaks,ENCSR959BQO,ZNF700,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR959BQO/ENCFF637GNS.bed.gz,IDR ranked peaks,ENCSR959BQO,ZNF700,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR959BQO/ENCFF556EJM.bed.gz,conservative IDR thresholded peaks,ENCSR959BQO,ZNF700,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR959BQO/ENCFF381BID.bed.gz,IDR thresholded peaks,ENCSR959BQO,ZNF700,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR959BQO/ENCFF012GFP.bed.gz,IDR ranked peaks,ENCSR959BQO,ZNF700,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR959BQO/ENCFF289HHZ.bed.gz,IDR ranked peaks,ENCSR959BQO,ZNF700,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR959BQO/ENCFF009GDK.bed.gz,IDR ranked peaks,ENCSR959BQO,ZNF700,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR959BQO/ENCFF208OME.bed.gz,IDR thresholded peaks,ENCSR959BQO,ZNF700,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR405KTQ/ENCFF233FXW.bed.gz,IDR thresholded peaks,ENCSR405KTQ,HEY1,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR405KTQ/ENCFF058LEH.bed.gz,IDR thresholded peaks,ENCSR405KTQ,HEY1,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR405KTQ/ENCFF043TAV.bed.gz,IDR ranked peaks,ENCSR405KTQ,HEY1,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR405KTQ/ENCFF808ONQ.bed.gz,IDR ranked peaks,ENCSR405KTQ,HEY1,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR405KTQ/ENCFF180KAV.bed.gz,IDR thresholded peaks,ENCSR405KTQ,HEY1,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR405KTQ/ENCFF699LCB.bed.gz,conservative IDR thresholded peaks,ENCSR405KTQ,HEY1,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR405KTQ/ENCFF123QFM.bed.gz,IDR ranked peaks,ENCSR405KTQ,HEY1,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR405KTQ/ENCFF939JOD.bed.gz,IDR ranked peaks,ENCSR405KTQ,HEY1,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR987KYK/ENCFF440IJT.bed.gz,conservative IDR thresholded peaks,ENCSR987KYK,ZNF717,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR987KYK/ENCFF709CHZ.bed.gz,IDR thresholded peaks,ENCSR987KYK,ZNF717,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR987KYK/ENCFF237YZR.bed.gz,IDR ranked peaks,ENCSR987KYK,ZNF717,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR987KYK/ENCFF433JRN.bed.gz,IDR ranked peaks,ENCSR987KYK,ZNF717,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR987KYK/ENCFF159END.bed.gz,IDR thresholded peaks,ENCSR987KYK,ZNF717,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR987KYK/ENCFF733OHK.bed.gz,IDR thresholded peaks,ENCSR987KYK,ZNF717,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR987KYK/ENCFF516FTO.bed.gz,IDR ranked peaks,ENCSR987KYK,ZNF717,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR987KYK/ENCFF402OIY.bed.gz,IDR ranked peaks,ENCSR987KYK,ZNF717,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR568YNC/ENCFF748YSK.bed.gz,IDR thresholded peaks,ENCSR568YNC,ZNF655,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR568YNC/ENCFF779SQO.bed.gz,IDR ranked peaks,ENCSR568YNC,ZNF655,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR568YNC/ENCFF156EZP.bed.gz,IDR thresholded peaks,ENCSR568YNC,ZNF655,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR568YNC/ENCFF226NHJ.bed.gz,IDR thresholded peaks,ENCSR568YNC,ZNF655,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR568YNC/ENCFF125PHF.bed.gz,IDR ranked peaks,ENCSR568YNC,ZNF655,2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR568YNC/ENCFF956BFU.bed.gz,IDR ranked peaks,ENCSR568YNC,ZNF655,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR568YNC/ENCFF488IRN.bed.gz,conservative IDR thresholded peaks,ENCSR568YNC,ZNF655,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR568YNC/ENCFF727PLT.bed.gz,IDR ranked peaks,ENCSR568YNC,ZNF655,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR193ZLW/ENCFF372YFU.bed.gz,IDR thresholded peaks,ENCSR193ZLW,THAP7,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR193ZLW/ENCFF826KMP.bed.gz,conservative IDR thresholded peaks,ENCSR193ZLW,THAP7,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR193ZLW/ENCFF429VQG.bed.gz,IDR ranked peaks,ENCSR193ZLW,THAP7,1 2
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR193ZLW/ENCFF382ODX.bed.gz,IDR ranked peaks,ENCSR193ZLW,THAP7,1
/dcs05/hongkai/data/next_cutntag/public_data/ChIPSeq/TFs/peak/ENCSR193ZLW/ENCFF935BAC.bed.gz,IDR ranked peaks,ENCSR193ZLW,THAP7,2
